transfer_id,player_id,transfer_date,transfer_season,from_club_id,to_club_id,transfer_fee,market_value_in_eur
66680,724104,2014-07-01,14/15,36856,12012,0,
66681,726445,2014-07-01,14/15,14309,84696,,
66682,728485,2014-07-01,14/15,92999,56766,,
66683,742451,2014-07-01,14/15,53957,50678,,
66684,742506,2014-07-01,14/15,56766,61508,,
66685,743381,2014-07-01,14/15,49082,25003,0,
66686,743386,2014-07-01,14/15,66673,34281,0,
66687,744728,2014-07-01,14/15,20465,20462,0,
66688,752442,2014-07-01,14/15,94719,94714,,
66689,769063,2014-07-01,14/15,69947,74097,,
66690,783094,2014-07-01,14/15,34282,25005,0,
66691,788995,2014-07-01,14/15,55934,94714,0,
66692,791528,2014-07-01,14/15,55934,55932,,
66693,794349,2014-07-01,14/15,97514,12749,0,
66694,801031,2014-07-01,14/15,74930,32793,0,
66695,815652,2014-07-01,14/15,104101,54532,,
66696,818240,2014-07-01,14/15,57923,57922,,
66697,818247,2014-07-01,14/15,92999,75,,
66698,818252,2014-07-01,14/15,53959,61508,,
66699,820371,2014-07-01,14/15,99479,20322,,
66700,825835,2014-07-01,14/15,103390,106177,0,
66701,836336,2014-07-01,14/15,56766,55165,,
66702,858238,2014-07-01,14/15,78316,103399,,
66703,884821,2014-07-01,14/15,52015,11884,0,
66704,891836,2014-07-01,14/15,53340,32791,0,
66705,891971,2014-07-01,14/15,53957,99103,0,
66706,895937,2014-07-01,14/15,75688,58928,,
66707,897424,2014-07-01,14/15,111578,11884,0,
66708,903513,2014-07-01,14/15,54049,25005,0,
66709,908936,2014-07-01,14/15,92999,57922,,
66710,922563,2014-07-01,14/15,52975,50677,0,
66711,929867,2014-07-01,14/15,55934,53955,,
66712,981693,2014-07-01,14/15,52792,32791,0,
66713,984439,2014-07-01,14/15,78316,75,0,
66714,1009463,2014-07-01,14/15,99492,11845,0,
66715,1011472,2014-07-01,14/15,79351,56254,0,
66716,1073955,2014-07-01,14/15,79641,32804,0,
66717,7825,2014-06-30,13/14,6195,31,0,10.000.000.000
66718,20506,2014-06-30,13/14,15,1049,0,6.000.000.000
66719,31067,2014-06-30,13/14,2288,1050,0,9.000.000.000
66720,33571,2014-06-30,13/14,1038,430,0,3.500.000.000
66721,33763,2014-06-30,13/14,5862,130,0,500.000.000
66722,33862,2014-06-30,13/14,3205,720,0,1.000.000.000
66723,46062,2014-06-30,13/14,1091,130,0,3.000.000.000
66724,48067,2014-06-30,13/14,1083,232,0,5.000.000.000
66725,50355,2014-06-30,13/14,2700,121,0,2.000.000.000
66726,52119,2014-06-30,13/14,499,631,0,3.500.000.000
66727,52480,2014-06-30,13/14,2425,2995,0,800.000.000
66728,53077,2014-06-30,13/14,1531,368,0,5.000.000.000
66729,53455,2014-06-30,13/14,80,2,0,600.000.000
66730,53696,2014-06-30,13/14,116,33,0,750.000.000
66731,54217,2014-06-30,13/14,2296,621,0,800.000.000
66732,54781,2014-06-30,13/14,330,720,0,12.000.000.000
66733,55619,2014-06-30,13/14,1084,141,0,4.000.000.000
66734,56809,2014-06-30,13/14,29228,1082,0,250.000.000
66735,57303,2014-06-30,13/14,306,8817,0,300.000.000
66736,57723,2014-06-30,13/14,683,2698,0,4.000.000.000
66737,58267,2014-06-30,13/14,10484,720,0,4.500.000.000
66738,59136,2014-06-30,13/14,12372,8963,0,100.000.000
66739,59248,2014-06-30,13/14,1041,336,0,3.750.000.000
66740,59322,2014-06-30,13/14,16245,8963,0,600.000.000
66741,61812,2014-06-30,13/14,1533,681,0,600.000.000
66742,61887,2014-06-30,13/14,337,985,0,1.500.000.000
66743,64339,2014-06-30,13/14,714,294,0,3.000.000.000
66744,64793,2014-06-30,13/14,4361,6574,0,1.500.000.000
66745,65262,2014-06-30,14/15,11259,515,,
66746,66100,2014-06-30,13/14,1049,631,0,7.000.000.000
66747,67556,2014-06-30,13/14,4084,1429,0,300.000.000
66748,70131,2014-06-30,13/14,289,449,0,2.500.000.000
66749,70580,2014-06-30,13/14,4084,46,0,1.500.000.000
66750,72441,2014-06-30,13/14,12,585,0,4.500.000.000
66751,72522,2014-06-30,13/14,762,18,0,7.500.000.000
66752,72768,2014-06-30,13/14,273,294,0,4.500.000.000
66753,74869,2014-06-30,13/14,60,11,0,3.000.000.000
66754,75411,2014-06-30,13/14,1385,2655,0,700.000.000
66755,75489,2014-06-30,13/14,65,86,0,700.000.000
66756,76326,2014-06-30,13/14,202,1268,0,1.500.000.000
66757,77563,2014-06-30,13/14,170,42,0,250.000.000
66758,78570,2014-06-30,13/14,475,3057,0,600.000.000
66759,80059,2014-06-30,13/14,833,825,0,200.000.000
66760,81649,2014-06-30,13/14,697,21218,0,900.000.000
66761,81999,2014-06-30,13/14,24,533,0,3.000.000.000
66762,82130,2014-06-30,13/14,114,2698,0,5.000.000.000
66763,84483,2014-06-30,13/14,11127,3690,0,800.000.000
66764,85528,2014-06-30,13/14,1390,862,0,500.000.000
66765,85906,2014-06-30,13/14,4795,15,0,1.000.000.000
66766,86083,2014-06-30,13/14,4331,2655,0,150.000.000
66767,87884,2014-06-30,13/14,749,130,0,900.000.000
66768,90118,2014-06-30,13/14,4083,130,0,800.000.000
66769,90478,2014-06-30,13/14,2727,520,0,800.000.000
66770,91469,2014-06-30,13/14,3426,995,0,800.000.000
66771,91931,2014-06-30,13/14,339,338,0,4.000.000.000
66772,91945,2014-06-30,13/14,3205,36,0,2.800.000.000
66773,93177,2014-06-30,13/14,2374,232,0,450.000.000
66774,93704,2014-06-30,13/14,618,13,0,10.000.000.000
66775,94199,2014-06-30,13/14,44,82,0,2.500.000.000
66776,96254,2014-06-30,13/14,2331,1627,0,200.000.000
66777,96790,2014-06-30,13/14,4750,12,0,300.000.000
66778,97503,2014-06-30,13/14,5818,1063,0,250.000.000
66779,98547,2014-06-30,13/14,2425,10789,0,200.000.000
66780,99254,2014-06-30,13/14,4718,6195,0,700.000.000
66781,99499,2014-06-30,13/14,1085,16083,0,500.000.000
66782,102226,2014-06-30,13/14,3508,631,0,10.000.000.000
66783,102427,2014-06-30,13/14,866,31,0,2.500.000.000
66784,104414,2014-06-30,13/14,167,79,0,2.000.000.000
66785,105653,2014-06-30,13/14,2750,36,0,1.500.000.000
66786,107525,2014-06-30,13/14,14171,338,0,500.000.000
66787,107775,2014-06-30,13/14,3426,2414,0,750.000.000
66788,108354,2014-06-30,13/14,750,244,0,3.000.000.000
66789,108390,2014-06-30,13/14,13,631,0,25.000.000.000
66790,110292,2014-06-30,13/14,3230,204,0,350.000.000
66791,110366,2014-06-30,13/14,11831,189,0,1.800.000.000
66792,111036,2014-06-30,13/14,265,762,0,750.000.000
66793,111811,2014-06-30,13/14,6418,10789,0,1.000.000.000
66794,111961,2014-06-30,13/14,3302,31,0,5.000.000.000
66795,112091,2014-06-30,13/14,10233,333,0,1.200.000.000
66796,112465,2014-06-30,13/14,2995,10331,0,1.000.000.000
66797,112515,2014-06-30,13/14,289,430,0,2.000.000.000
66798,112541,2014-06-30,13/14,28098,1186,0,50.000.000
66799,112930,2014-06-30,13/14,601,157,0,1.000.000.000
66800,112935,2014-06-30,13/14,1304,306,0,500.000.000
66801,113045,2014-06-30,13/14,1531,13,0,3.000.000.000
66802,114022,2014-06-30,13/14,3733,11750,0,200.000.000
66803,114422,2014-06-30,13/14,6,114,0,150.000.000
66804,118850,2014-06-30,13/14,6993,8963,0,1.000.000.000
66805,119037,2014-06-30,13/14,4795,33,0,1.000.000.000
66806,120095,2014-06-30,13/14,4,873,0,2.000.000.000
66807,120205,2014-06-30,13/14,35,533,0,450.000.000
66808,120629,2014-06-30,13/14,826,583,0,1.500.000.000
66809,122155,2014-06-30,13/14,6767,18075,0,1.500.000.000
66810,124555,2014-06-30,13/14,1627,4084,0,2.000.000.000
66811,124560,2014-06-30,13/14,367,46,0,2.000.000.000
66812,124715,2014-06-30,13/14,416,429,0,1.500.000.000
66813,124902,2014-06-30,13/14,1385,430,0,3.000.000.000
66814,126625,2014-06-30,13/14,150,1075,0,2.000.000.000
66815,126634,2014-06-30,13/14,5174,800,0,150.000.000
66816,126751,2014-06-30,13/14,13222,621,0,800.000.000
66817,127108,2014-06-30,13/14,3911,1050,0,500.000.000
66818,127181,2014-06-30,13/14,2969,1158,0,1.000.000.000
66819,127217,2014-06-30,13/14,380,398,0,150.000.000
66820,129476,2014-06-30,13/14,29,131,0,12.000.000.000
66821,130360,2014-06-30,13/14,749,416,0,1.000.000.000
66822,130394,2014-06-30,13/14,5862,130,0,400.000.000
66823,131951,2014-06-30,13/14,27462,35955,0,
66824,133838,2014-06-30,13/14,12935,6079,0,1.100.000.000
66825,134602,2014-06-30,13/14,11107,1075,0,1.100.000.000
66826,136111,2014-06-30,13/14,3522,506,0,5.500.000.000
66827,136514,2014-06-30,13/14,2672,683,0,500.000.000
66828,136537,2014-06-30,13/14,6996,21218,0,600.000.000
66829,139396,2014-06-30,13/14,524,141,0,10.000.000.000
66830,140786,2014-06-30,13/14,708,3057,0,400.000.000
66831,140803,2014-06-30,13/14,204,1184,0,800.000.000
66832,143029,2014-06-30,13/14,366,294,0,1.000.000.000
66833,143812,2014-06-30,13/14,1390,430,0,2.300.000.000
66834,144028,2014-06-30,13/14,968,1184,0,200.000.000
66835,144583,2014-06-30,13/14,3691,6082,0,100.000.000
66836,148396,2014-06-30,13/14,29228,1082,0,900.000.000
66837,148928,2014-06-30,13/14,367,13,0,7.500.000.000
66838,149729,2014-06-30,13/14,1085,10949,0,2.000.000.000
66839,149829,2014-06-30,13/14,710,26985,0,400.000.000
66840,153238,2014-06-30,13/14,367,1049,0,4.000.000.000
66841,153427,2014-06-30,13/14,2995,985,0,1.000.000.000
66842,154319,2014-06-30,13/14,68608,6890,0,500.000.000
66843,155038,2014-06-30,13/14,4553,1429,0,100.000.000
66844,155054,2014-06-30,13/14,2867,1037,0,200.000.000
66845,155395,2014-06-30,13/14,2990,150,0,1.400.000.000
66846,156941,2014-06-30,13/14,1150,29,0,500.000.000
66847,157125,2014-06-30,13/14,1910,3057,0,200.000.000
66848,157501,2014-06-30,13/14,969,5,0,4.500.000.000
66849,157509,2014-06-30,13/14,618,631,0,10.000.000.000
66850,157535,2014-06-30,13/14,5220,683,0,600.000.000
66851,159718,2014-06-30,13/14,2444,26,0,400.000.000
66852,162079,2014-06-30,13/14,2861,58,0,1.000.000.000
66853,162571,2014-06-30,13/14,605,6676,0,500.000.000
66854,163568,2014-06-30,13/14,4083,416,0,900.000.000
66855,166237,2014-06-30,13/14,862,189,0,4.000.000.000
66856,167291,2014-06-30,13/14,3522,506,0,1.200.000.000
66857,167329,2014-06-30,13/14,290,1041,0,750.000.000
66858,167722,2014-06-30,13/14,6996,21218,0,400.000.000
66859,167727,2014-06-30,13/14,458,4541,0,2.500.000.000
66860,169511,2014-06-30,13/14,6692,1025,0,400.000.000
66861,170472,2014-06-30,13/14,16795,273,0,1.500.000.000
66862,170544,2014-06-30,13/14,5407,750,0,
66863,173079,2014-06-30,13/14,12414,21218,0,
66864,173835,2014-06-30,13/14,2079,2425,0,750.000.000
66865,176412,2014-06-30,13/14,23634,6249,0,
66866,176936,2014-06-30,13/14,3302,368,0,300.000.000
66867,177452,2014-06-30,13/14,1536,8494,0,
66868,177467,2014-06-30,13/14,237,1050,0,2.000.000.000
66869,178425,2014-06-30,13/14,1533,9899,0,500.000.000
66870,180843,2014-06-30,13/14,1455,468,0,150.000.000
66871,181378,2014-06-30,13/14,1154,10872,0,
66872,181410,2014-06-30,13/14,12908,6248,0,200.000.000
66873,181477,2014-06-30,13/14,984,714,0,3.000.000.000
66874,182079,2014-06-30,13/14,12380,15274,0,
66875,182688,2014-06-30,13/14,21957,683,0,350.000.000
66876,183841,2014-06-30,13/14,27325,790,0,100.000.000
66877,184440,2014-06-30,13/14,20760,820,0,100.000.000
66878,184894,2014-06-30,13/14,1210,46,0,5.000.000.000
66879,185077,2014-06-30,13/14,129,533,0,400.000.000
66880,185164,2014-06-30,13/14,173,11008,0,500.000.000
66881,185245,2014-06-30,13/14,714,4774,0,1.000.000.000
66882,187245,2014-06-30,13/14,306,610,0,1.000.000.000
66883,187291,2014-06-30,13/14,723,8817,0,100.000.000
66884,188338,2014-06-30,13/14,317,964,0,1.200.000.000
66885,189186,2014-06-30,13/14,12381,449,0,250.000.000
66886,189439,2014-06-30,13/14,17428,866,0,200.000.000
66887,189715,2014-06-30,13/14,3609,1083,0,300.000.000
66888,189740,2014-06-30,13/14,142,985,0,2.800.000.000
66889,191391,2014-06-30,13/14,449,12381,0,2.500.000.000
66890,191891,2014-06-30,13/14,167,15,0,2.500.000.000
66891,192409,2014-06-30,13/14,10131,409,0,500.000.000
66892,192735,2014-06-30,13/14,8817,7918,0,300.000.000
66893,192875,2014-06-30,13/14,1455,202,0,250.000.000
66894,196158,2014-06-30,13/14,642,499,0,500.000.000
66895,197471,2014-06-30,13/14,1429,800,0,100.000.000
66896,197929,2014-06-30,13/14,4172,862,0,250.000.000
66897,199316,2014-06-30,13/14,15156,2293,0,100.000.000
66898,199733,2014-06-30,13/14,4083,398,0,1.000.000.000
66899,199953,2014-06-30,13/14,4103,862,0,175.000.000
66900,202380,2014-06-30,13/14,1228,403,0,75.000.000
66901,202831,2014-06-30,13/14,9668,30857,0,
66902,208690,2014-06-30,13/14,5380,35677,0,200.000.000
66903,211251,2014-06-30,13/14,7971,21550,0,300.000.000
66904,211474,2014-06-30,13/14,4812,3342,0,100.000.000
66905,212391,2014-06-30,13/14,142,3368,0,1.000.000.000
66906,212832,2014-06-30,13/14,3392,1091,0,600.000.000
66907,214073,2014-06-30,13/14,8807,1008,0,25.000.000
66908,214775,2014-06-30,13/14,1050,13,0,8.000.000.000
66909,215114,2014-06-30,13/14,2861,157,0,450.000.000
66910,215977,2014-06-30,13/14,1377,14171,0,150.000.000
66911,216603,2014-06-30,13/14,10483,820,0,50.000.000
66912,216872,2014-06-30,13/14,5587,276,0,500.000.000
66913,217923,2014-06-30,13/14,3609,16704,0,250.000.000
66914,220650,2014-06-30,13/14,28098,40426,0,100.000.000
66915,221899,2014-06-30,13/14,150,13,0,6.000.000.000
66916,222977,2014-06-30,13/14,5866,16104,0,150.000.000
66917,226802,2014-06-30,13/14,980,683,0,250.000.000
66918,228444,2014-06-30,13/14,1435,1090,0,250.000.000
66919,229817,2014-06-30,13/14,5587,862,0,800.000.000
66920,230552,2014-06-30,13/14,1025,46,0,3.400.000.000
66921,230784,2014-06-30,13/14,237,3679,0,1.000.000.000
66922,231471,2014-06-30,13/14,3392,1091,0,250.000.000
66923,234124,2014-06-30,13/14,1321,6483,0,
66924,234509,2014-06-30,13/14,76811,2470,0,
66925,237125,2014-06-30,13/14,3558,10825,0,
66926,238266,2014-06-30,13/14,935,409,0,
66927,239783,2014-06-30,13/14,6692,12,0,700.000.000
66928,242940,2014-06-30,13/14,4172,458,0,250.000.000
66929,245056,2014-06-30,13/14,4646,669,0,
66930,245072,2014-06-30,13/14,132,631,0,1.000.000.000
66931,248738,2014-06-30,13/14,25379,8880,0,
66932,250153,2014-06-30,13/14,10643,16996,0,50.000.000
66933,251079,2014-06-30,13/14,11158,44811,0,200.000.000
66934,252677,2014-06-30,13/14,1533,3368,0,500.000.000
66935,256267,2014-06-30,13/14,739,3739,0,150.000.000
66936,257785,2014-06-30,13/14,1508,7804,0,25.000.000
66937,258618,2014-06-30,13/14,10586,679,0,150.000.000
66938,260330,2014-06-30,13/14,39797,11287,0,25.000.000
66939,262861,2014-06-30,13/14,7097,189,0,500.000.000
66940,262939,2014-06-30,13/14,367,9961,0,500.000.000
66941,264063,2014-06-30,13/14,2783,8963,0,700.000.000
66942,276337,2014-06-30,13/14,24245,12381,0,50.000.000
66943,278531,2014-06-30,13/14,12819,5618,0,100.000.000
66944,282897,2014-06-30,13/14,4362,20320,0,50.000.000
66945,293228,2014-06-30,13/14,40440,14892,0,
66946,295331,2014-06-30,13/14,21550,10959,0,
66947,296227,2014-06-30,13/14,49699,5649,0,
66948,304338,2014-06-30,13/14,20057,2441,0,
66949,308278,2014-06-30,13/14,29354,2239,0,
66950,310458,2014-06-30,13/14,15099,5621,0,25.000.000
66951,310527,2014-06-30,13/14,4084,10857,0,50.000.000
66952,310782,2014-06-30,13/14,13017,12441,0,
66953,315236,2014-06-30,13/14,12302,12414,0,
66954,315237,2014-06-30,13/14,12302,12414,0,
66955,330208,2014-06-30,13/14,5232,29343,0,
66956,336697,2014-06-30,13/14,10857,14701,0,
66957,336960,2014-06-30,13/14,12820,44838,0,
66958,351478,2014-06-30,13/14,70322,14967,0,
66959,392966,2014-06-30,13/14,29450,35999,0,
66960,413507,2014-06-30,13/14,68979,66822,0,
66961,415642,2014-06-30,13/14,61507,48758,0,
66962,440163,2014-06-30,13/14,19529,25193,0,
66963,512913,2014-06-30,13/14,81878,15580,0,
66964,686862,2014-06-27,13/14,30989,76640,,
66965,354640,2014-06-10,13/14,25952,46922,0,
66966,208281,2014-06-01,13/14,1127,2436,0,
66967,362086,2014-06-01,14/15,12853,11646,0,
66968,41131,2014-05-31,13/14,1020,2413,0,250.000.000
66969,55508,2014-05-31,13/14,931,148,0,7.500.000.000
66970,59543,2014-05-31,13/14,1181,641,0,350.000.000
66971,59866,2014-05-31,13/14,31,631,0,11.000.000.000
66972,61838,2014-05-31,13/14,358,148,0,
66973,62094,2014-05-31,13/14,1194,762,0,
66974,63422,2014-05-31,13/14,2553,289,0,1.000.000.000
66975,70245,2014-05-31,13/14,1003,11,0,400.000.000
66976,96341,2014-05-31,13/14,29,631,0,25.000.000.000
66977,110864,2014-05-31,13/14,2454,985,0,250.000.000
66978,111873,2014-05-31,13/14,1035,11,0,300.000.000
66979,116648,2014-05-31,13/14,3688,931,0,
66980,120977,2014-05-31,13/14,1045,371,0,150.000.000
66981,121324,2014-05-31,13/14,2793,289,0,
66982,128901,2014-05-31,13/14,350,9252,0,300.000.000
66983,128909,2014-05-31,13/14,1181,31,0,800.000.000
66984,130164,2014-05-31,13/14,1220,289,0,250.000.000
66985,131708,2014-05-31,13/14,641,631,0,1.000.000.000
66986,132207,2014-05-31,13/14,991,29,0,
66987,132764,2014-05-31,13/14,204,371,0,1.500.000.000
66988,140191,2014-05-31,13/14,1028,148,0,
66989,145988,2014-05-31,13/14,603,985,0,8.000.000.000
66990,146509,2014-05-31,13/14,1220,3008,0,
66991,170953,2014-05-31,13/14,465,417,0,600.000.000
66992,192080,2014-05-31,13/14,1252,358,0,
66993,192557,2014-05-31,13/14,2553,371,0,150.000.000
66994,195633,2014-05-31,13/14,11177,399,0,25.000.000
66995,199527,2014-05-31,13/14,2793,1123,0,100.000.000
66996,220496,2014-05-31,13/14,2805,1181,0,75.000.000
66997,226958,2014-05-31,13/14,1074,399,0,
66998,228791,2014-05-31,13/14,1218,355,0,
66999,244221,2014-05-31,13/14,2577,641,0,50.000.000
67000,257097,2014-05-31,13/14,1252,466,0,
67001,289791,2014-05-31,13/14,21498,5242,0,
67002,391127,2014-05-31,13/14,22563,6938,0,
67003,245765,2014-05-30,13/14,1042,1010,0,
67004,56831,2014-05-28,13/14,4565,44772,0,800.000.000
67005,562484,2014-05-23,13/14,70135,84520,,
67006,158799,2014-05-19,13/14,22175,6395,0,25.000.000
67007,291254,2014-05-15,13/14,15686,1058,,
67008,327757,2014-05-14,13/14,8372,168,,
67009,366278,2014-05-12,13/14,4745,4907,0,
67010,98067,2014-05-11,13/14,3001,2578,0,50.000.000
67011,128899,2014-05-10,13/14,399,512,0,5.000.000.000
67012,184129,2014-05-09,13/14,4282,349,0,50.000.000
67013,211251,2014-05-09,13/14,21550,7971,0,
67014,176485,2014-05-07,13/14,499,631,0,7.000.000.000
67015,84979,2014-05-05,13/14,2795,903,0,250.000.000
67016,118534,2014-05-05,13/14,164,9251,0,500.000.000
67017,161496,2014-05-05,13/14,3023,10552,0,
67018,165334,2014-05-05,13/14,3026,8924,0,
67019,208934,2014-05-05,13/14,3026,124,0,
67020,216270,2014-05-05,13/14,3000,2802,0,
67021,225744,2014-05-05,13/14,1270,370,0,50.000.000
67022,316264,2014-05-05,13/14,35027,2817,,1.000.000.000
67023,203460,2014-05-04,13/14,1045,405,0,250.000.000
67024,265513,2014-05-04,13/14,3031,2999,0,13.000.000
67025,163744,2014-05-03,13/14,352,180,0,150.000.000
67026,185966,2014-05-01,13/14,2035,1134,0,
67027,229970,2014-05-01,13/14,972,9251,0,
67028,291968,2014-05-01,13/14,27475,1751,0,
67029,323740,2014-05-01,13/14,70373,2470,,
67030,329145,2014-05-01,13/14,10857,4907,0,
67031,397090,2014-05-01,13/14,33313,10870,,
67032,425306,2014-05-01,13/14,35864,41219,0,
67033,185966,2014-04-30,13/14,27475,2035,0,
67034,124495,2014-04-28,13/14,1181,29,0,2.000.000.000
67035,200777,2014-04-26,13/14,352,148,0,150.000.000
67036,214073,2014-04-25,13/14,1008,8807,0,
67037,158799,2014-04-20,13/14,6395,22175,0,25.000.000
67038,111426,2014-04-17,13/14,986,405,0,250.000.000
67039,612869,2014-04-16,13/14,83074,19741,,
67040,95152,2014-04-15,13/14,614,776,0,1.000.000.000
67041,364258,2014-04-15,13/14,22767,15539,0,
67042,321647,2014-04-14,13/14,11204,1421,,
67043,111433,2014-04-12,13/14,2413,677,0,25.000.000
67044,111830,2014-04-06,13/14,3024,43,0,75.000.000
67045,212847,2014-04-04,13/14,3717,1020,0,150.000.000
67046,204072,2014-04-02,13/14,14724,978,,250.000.000
67047,257474,2014-04-02,13/14,12865,448,,
67048,227538,2014-04-01,13/14,515,88,,150.000.000
67049,324152,2014-04-01,13/14,3685,24561,0,
67050,380554,2014-04-01,13/14,75,49364,0,
67051,524315,2014-04-01,13/14,82276,50393,0,
67052,825437,2014-04-01,13/14,83019,112466,0,
67053,239949,2014-03-31,13/14,4279,2804,0,
67054,111830,2014-03-28,13/14,43,3024,0,75.000.000
67055,216270,2014-03-28,13/14,2802,3000,0,
67056,221955,2014-03-28,13/14,2712,37177,0,
67057,58418,2014-03-27,13/14,3886,27238,0,400.000.000
67058,124495,2014-03-27,13/14,29,1181,0,2.000.000.000
67059,156941,2014-03-27,13/14,29,1150,0,500.000.000
67060,199527,2014-03-27,13/14,1123,2793,0,100.000.000
67061,218144,2014-03-27,13/14,11177,289,0,
67062,132207,2014-03-26,13/14,29,991,0,
67063,59290,2014-03-25,13/14,21903,16242,0,
67064,96043,2014-03-25,13/14,801,5619,0,1.000.000.000
67065,168408,2014-03-25,13/14,6943,762,,
67066,226958,2014-03-25,13/14,399,1074,0,
67067,320953,2014-03-25,13/14,515,29914,,
67068,136180,2014-03-24,13/14,195,13025,0,300.000.000
67069,197642,2014-03-24,13/14,990,9249,0,250.000.000
67070,111426,2014-03-21,13/14,405,986,0,250.000.000
67071,124422,2014-03-21,13/14,102,79,,400.000.000
67072,314875,2014-03-21,13/14,15891,3064,,
67073,36364,2014-03-20,13/14,713,10694,0,700.000.000
67074,257937,2014-03-20,13/14,12412,6992,,
67075,336367,2014-03-20,13/14,11143,1039,0,
67076,61838,2014-03-18,13/14,148,358,0,
67077,295331,2014-03-18,13/14,10959,21550,0,
67078,61838,2014-03-17,13/14,1237,148,0,
67079,186644,2014-03-15,13/14,10217,687,,1.000.000.000
67080,242854,2014-03-14,13/14,12518,6994,,
67081,320046,2014-03-14,13/14,15678,17647,,
67082,163744,2014-03-13,13/14,180,352,0,150.000.000
67083,168063,2014-03-13,13/14,515,713,,750.000.000
67084,242668,2014-03-13,13/14,6626,265,,
67085,292356,2014-03-13,13/14,6626,265,,
67086,156941,2014-03-10,13/14,972,29,0,500.000.000
67087,199527,2014-03-08,13/14,352,1123,0,100.000.000
67088,118534,2014-03-07,13/14,9251,164,0,500.000.000
67089,336367,2014-03-07,13/14,1039,11143,0,
67090,265513,2014-03-06,13/14,2999,3031,0,13.000.000
67091,206888,2014-03-05,13/14,21218,6249,,100.000.000
67092,464195,2014-03-05,13/14,54178,51652,,
67093,539810,2014-03-05,13/14,57556,14179,0,
67094,285064,2014-03-03,13/14,6189,72857,0,
67095,136537,2014-03-01,13/14,21218,6996,0,600.000.000
67096,157373,2014-03-01,13/14,8963,37825,,100.000.000
67097,166563,2014-03-01,13/14,6249,33571,0,
67098,177130,2014-03-01,13/14,2113,23704,,
67099,215649,2014-03-01,13/14,25096,1242,,100.000.000
67100,222079,2014-03-01,13/14,10468,6996,0,600.000.000
67101,223725,2014-03-01,13/14,2470,2464,,
67102,283127,2014-03-01,13/14,16671,1416,,
67103,317806,2014-03-01,13/14,52563,2727,,
67104,343463,2014-03-01,13/14,9773,49426,0,
67105,359247,2014-03-01,13/14,36890,15622,,
67106,381724,2014-03-01,13/14,14807,10731,,
67107,621592,2014-03-01,13/14,30989,14309,,
67108,205550,2014-02-28,13/14,10825,750,,
67109,232418,2014-02-28,13/14,779,255,300.000.000,200.000.000
67110,239949,2014-02-28,13/14,2804,4279,0,
67111,391127,2014-02-28,13/14,6938,22563,0,
67112,121324,2014-02-27,13/14,289,2793,0,
67113,196792,2014-02-27,13/14,73,72,,100.000.000
67114,220650,2014-02-27,13/14,40426,28098,0,100.000.000
67115,230946,2014-02-27,13/14,6672,21507,0,25.000.000
67116,315236,2014-02-27,13/14,12414,12302,0,
67117,315237,2014-02-27,13/14,12414,12302,0,
67118,70923,2014-02-26,13/14,21903,515,,50.000.000
67119,101531,2014-02-26,13/14,3772,708,0,250.000.000
67120,105497,2014-02-26,13/14,20923,28098,0,150.000.000
67121,237623,2014-02-26,13/14,9007,6993,0,
67122,243679,2014-02-25,13/14,25095,6808,,
67123,315063,2014-02-25,13/14,20054,861,,
67124,132207,2014-02-24,13/14,1074,29,0,
67125,204294,2014-02-23,13/14,701,7406,0,
67126,136109,2014-02-22,13/14,39003,2439,,
67127,128899,2014-02-21,13/14,512,399,0,5.000.000.000
67128,64341,2014-02-20,13/14,16242,26641,0,200.000.000
67129,108710,2014-02-20,13/14,21218,338,,800.000.000
67130,148252,2014-02-18,13/14,242,434,,450.000.000
67131,191217,2014-02-18,13/14,1010,9249,0,500.000.000
67132,245078,2014-02-16,13/14,11997,32721,0,
67133,190188,2014-02-15,13/14,2703,3725,0,200.000.000
67134,197642,2014-02-14,13/14,9249,990,0,250.000.000
67135,228791,2014-02-14,13/14,355,1218,0,
67136,262709,2014-02-14,13/14,20047,7923,0,
67137,275683,2014-02-14,13/14,43621,41798,0,
67138,136645,2014-02-13,13/14,7661,683,,
67139,144304,2014-02-13,13/14,159,902,0,400.000.000
67140,188650,2014-02-13,13/14,2703,515,,100.000.000
67141,477924,2014-02-13,13/14,43438,43473,0,
67142,655899,2014-02-13,13/14,48031,43419,0,
67143,98543,2014-02-12,13/14,2703,3690,0,600.000.000
67144,225462,2014-02-12,13/14,515,1247,,600.000.000
67145,243843,2014-02-11,13/14,21903,33179,,
67146,605266,2014-02-11,13/14,43473,44843,0,
67147,197642,2014-02-10,13/14,1148,9249,0,250.000.000
67148,130164,2014-02-08,13/14,289,1220,0,250.000.000
67149,184129,2014-02-08,13/14,349,4282,0,50.000.000
67150,199527,2014-02-08,13/14,1123,352,0,100.000.000
67151,73741,2014-02-07,13/14,210,585,0,4.000.000.000
67152,94924,2014-02-07,13/14,515,18303,,100.000.000
67153,204049,2014-02-07,13/14,3739,9641,60.000.000,
67154,571271,2014-02-07,13/14,26256,36361,,
67155,571299,2014-02-07,13/14,26256,36361,,
67156,168830,2014-02-06,13/14,6249,36625,0,75.000.000
67157,225462,2014-02-06,13/14,142,515,,600.000.000
67158,700010,2014-02-06,13/14,43428,42753,0,
67159,105478,2014-02-04,13/14,4128,3725,,400.000.000
67160,141350,2014-02-04,13/14,3371,29990,0,
67161,88374,2014-02-03,13/14,825,141,700.000.000,5.750.000.000
